checkin_acc,duration,credit_history,purpose,amount,svaing_acc,present_emp_since,inst_rate,personal_status,other_debtors,residing_since,property,age,inst_plans,housing,num_credits,job,dependents,telephone,foreign_worker,status
14,23,32,41,4544,61,74,3,93,101,3,123,50,143,152,2,173,2,191,201,0
11,9,32,42,642,61,75,3,92,101,2,122,74,141,152,2,173,2,192,201,0
11,27,32,40,1464,61,72,2,92,101,3,123,35,143,152,2,172,2,191,201,1
12,18,32,49,1262,62,74,3,92,101,6,121,35,143,151,2,172,2,191,201,0
14,45,34,43,8657,61,74,6,92,101,3,123,38,143,152,3,173,2,191,201,0
14,18,33,45,2333,64,75,6,93,101,6,124,83,143,153,3,173,3,191,201,1
11,36,32,40,1928,65,74,6,92,101,6,124,48,143,151,2,173,2,191,201,1
13,9,34,40,1949,61,73,2,93,101,2,121,111,143,152,5,171,3,191,202,0
13,23,34,43,1907,65,73,5,93,101,6,124,59,143,153,3,173,2,192,201,1
14,36,32,40,2090,61,73,3,93,103,3,121,47,143,152,2,173,2,192,201,0
11,18,34,40,1037,61,75,6,93,101,5,122,53,143,152,3,173,2,191,201,1
14,23,34,40,7568,65,75,2,92,101,6,123,89,143,152,2,173,2,192,201,0
11,27,34,42,3186,61,73,6,92,101,6,121,36,143,151,3,173,2,191,201,1
11,18,32,43,3321,61,73,6,93,101,5,122,36,143,152,2,172,2,191,201,0
14,32,34,40,19020,65,75,6,93,101,6,124,45,143,153,2,174,2,192,201,1
14,36,34,40,3695,62,74,6,94,101,5,122,41,143,152,3,173,2,192,201,0
12,18,32,43,1733,61,75,5,94,103,5,121,60,141,152,3,172,2,191,201,0
11,45,32,42,4662,61,72,3,91,101,6,122,47,143,152,2,172,2,191,201,1
14,15,32,41,4352,65,72,2,92,101,6,121,47,143,151,2,173,2,191,201,0
12,18,34,42,5426,61,75,2,93,101,6,123,42,143,151,5,173,2,192,201,0
14,18,34,43,2483,61,75,3,93,101,6,121,95,143,152,3,172,2,192,201,0
11,36,32,41,4218,65,75,3,92,101,6,121,39,143,151,2,173,2,191,201,0
11,54,34,46,12098,61,73,5,92,101,3,124,38,143,152,3,174,2,192,201,1
14,32,34,41,4913,61,75,2,93,101,6,123,54,143,152,2,174,2,192,201,0
14,36,34,43,3335,62,75,6,93,101,6,122,78,141,152,3,173,2,191,201,0
13,18,34,40,2220,63,71,3,93,101,6,124,99,141,153,5,171,2,191,201,0
11,36,32,40,2057,65,73,6,92,101,6,121,38,143,151,2,173,2,191,201,1
14,54,34,40,5303,61,74,6,93,101,6,123,56,143,152,3,173,2,192,201,0
11,27,32,43,5264,61,74,6,92,103,2,121,38,143,152,2,173,2,191,201,0
14,54,34,41,8567,64,75,6,93,101,3,123,57,143,152,3,174,2,192,201,0
12,27,32,45,5808,61,71,3,92,101,6,123,101,143,152,2,173,2,192,201,0
12,59,34,43,7400,61,74,3,93,103,3,121,38,143,152,3,173,2,191,201,1
14,36,34,40,2910,64,75,6,93,101,6,121,90,143,152,2,173,2,192,201,0
12,18,30,48,2115,61,73,3,93,101,3,121,47,143,152,2,172,2,192,201,0
12,18,32,40,1254,62,72,6,92,101,3,122,35,141,152,2,172,2,191,201,1
12,30,32,41,9702,65,71,2,91,101,6,121,90,143,152,2,174,2,192,201,0
12,27,32,49,2912,64,73,6,93,101,3,122,53,143,152,2,172,2,192,201,0
14,33,32,43,4013,63,75,5,93,101,6,123,60,143,152,2,173,2,191,201,0
14,72,34,41,4127,65,75,6,93,101,5,123,57,143,152,3,173,3,192,201,0
12,72,33,46,9336,61,75,6,93,101,6,124,75,143,153,2,173,2,191,201,1
11,60,34,46,8997,61,73,6,93,101,5,124,41,141,152,2,173,2,192,201,1
12,32,32,49,1782,61,75,3,92,101,6,122,59,143,152,2,173,3,191,201,1
14,36,32,41,9470,65,75,5,93,101,6,123,62,143,152,2,174,3,192,201,0
14,9,34,42,1832,65,73,2,94,101,3,122,41,143,152,3,173,2,191,201,0
13,36,32,42,4338,61,75,5,91,101,6,124,77,143,153,2,173,2,191,201,0
14,36,32,42,4593,63,75,6,93,101,5,124,48,143,151,2,173,2,192,201,0
14,14,32,42,3452,62,72,3,92,101,6,122,33,143,151,2,173,2,191,201,0
11,27,32,41,11267,65,75,2,93,101,6,122,77,143,153,2,173,3,192,201,1
14,18,34,42,1887,61,72,3,92,101,6,122,33,143,151,3,172,2,191,201,0
14,36,33,40,1076,65,75,6,94,101,6,123,81,143,152,3,173,2,192,201,0
12,14,32,40,2324,65,72,6,93,101,3,121,53,143,152,2,171,2,191,201,0
14,36,34,46,2396,61,75,6,93,101,6,124,81,143,153,3,173,3,191,201,0
12,27,34,43,2693,61,75,5,92,103,6,121,72,141,151,3,172,2,192,201,0
11,30,34,42,6408,61,75,2,92,101,6,122,36,143,152,3,173,2,191,201,0
14,18,34,43,1464,65,75,6,93,101,6,123,53,143,152,3,173,2,191,201,0
12,18,32,40,11208,65,71,2,92,101,3,121,36,143,151,2,171,2,191,201,0
11,54,32,40,13907,61,74,3,93,101,2,123,36,143,152,2,173,2,192,201,1
12,9,32,43,885,61,72,5,94,101,5,121,39,143,152,2,172,2,191,202,0
14,18,34,43,1395,65,75,6,93,101,6,121,98,143,152,6,173,2,191,201,0
12,63,31,41,13925,61,71,2,93,101,3,124,83,141,153,2,174,2,192,201,0
12,23,30,40,2667,61,72,3,92,101,2,121,39,143,151,3,171,2,191,201,1
12,12,32,49,1361,61,72,5,94,101,3,121,39,143,152,2,173,2,192,201,0
12,9,32,43,726,61,74,5,94,103,5,121,42,141,152,2,172,2,191,201,0
11,54,34,41,14444,61,74,6,93,101,6,123,36,143,152,3,173,2,192,201,1
11,72,32,44,4577,61,73,5,93,101,6,123,81,143,152,2,173,2,191,201,1
11,72,32,40,5897,61,74,6,93,101,6,124,69,143,153,2,173,3,191,201,1
12,54,33,40,11148,61,73,3,92,101,3,122,81,143,151,2,173,2,191,201,0
14,9,32,44,2007,63,73,2,91,101,6,121,93,143,152,2,173,2,191,201,0
14,9,34,43,2331,61,74,2,92,101,3,123,36,143,151,3,173,2,192,201,0
11,54,32,410,23786,61,71,3,91,102,5,123,65,143,152,2,174,2,191,201,0
11,27,32,43,2018,61,73,6,94,101,5,121,39,141,152,2,173,2,191,201,1
14,18,32,40,1652,61,73,5,94,101,3,121,41,143,152,3,173,2,192,201,0
13,18,32,43,4524,61,73,5,94,101,2,123,36,143,152,2,173,2,191,201,0
11,54,32,42,4068,61,75,3,93,101,3,122,62,141,152,2,173,3,191,201,1
11,12,34,40,1097,61,75,6,93,101,6,121,71,143,152,3,172,2,191,201,0
14,27,34,42,5670,61,72,5,91,101,3,123,53,143,152,3,174,2,192,201,0
11,32,34,40,2403,61,75,6,94,101,5,123,45,143,152,3,173,2,192,201,0
11,27,34,40,5949,61,75,2,92,101,6,121,50,141,151,5,173,2,192,201,1
14,27,30,49,6248,61,73,3,93,101,3,123,54,142,152,3,173,3,191,201,1
11,54,32,41,12503,65,75,5,93,101,6,124,71,143,153,2,173,2,191,201,1
12,72,33,49,10022,65,73,6,93,101,6,124,57,143,153,2,173,3,192,201,0
14,36,33,49,3563,63,73,6,93,101,3,123,66,143,152,3,173,3,192,201,0
11,27,32,40,1824,61,72,6,92,101,5,123,35,143,151,2,173,2,192,201,1
11,68,30,49,17724,61,75,3,93,101,6,123,44,143,151,3,173,2,191,201,1
12,36,32,43,7626,65,75,3,92,101,6,123,63,143,152,2,173,2,192,201,0
13,23,32,43,3491,61,72,3,92,101,5,121,38,143,152,2,172,2,191,201,1
11,18,30,40,1623,61,73,6,93,101,6,123,72,141,152,3,173,2,191,201,1
14,18,32,43,1329,65,73,6,92,101,3,123,32,143,152,2,173,2,191,201,0
14,6,32,42,902,61,72,2,92,101,5,121,35,143,151,2,172,3,191,201,0
11,36,34,41,4436,61,75,6,93,101,6,122,95,143,152,3,173,2,192,201,0
14,36,34,43,3917,61,75,6,94,102,5,121,69,143,152,3,173,2,191,201,0
11,54,32,42,7769,61,74,6,93,101,3,122,44,143,152,2,173,2,191,201,1
14,32,33,41,4490,61,73,5,93,101,3,121,42,142,152,3,172,2,191,201,0
14,27,32,45,2915,61,72,6,92,101,6,121,35,143,152,2,173,2,191,201,1
14,36,31,49,2339,61,74,6,93,101,6,123,75,141,152,2,173,2,192,201,0
14,27,32,42,5133,61,75,6,93,101,6,122,71,141,152,5,173,3,192,201,0
12,32,32,42,5964,65,74,3,93,101,5,123,53,143,152,2,173,2,192,201,0
14,27,32,40,10142,65,73,3,93,101,6,123,102,143,151,3,173,2,191,201,1
14,36,32,40,1874,61,72,6,94,101,3,121,42,143,152,2,173,2,191,201,0
11,14,32,43,2046,61,74,5,93,101,6,121,89,143,152,2,173,2,191,201,0
11,18,32,43,1064,61,75,6,93,101,6,121,86,142,152,2,172,2,191,201,1
11,30,34,40,3353,61,73,6,94,103,3,122,50,141,151,3,173,2,191,202,1
14,36,34,41,6063,65,74,5,93,101,6,122,65,143,152,3,173,2,192,201,0
14,23,34,43,2207,61,73,6,93,101,6,124,53,143,153,3,173,2,192,201,0
11,27,31,40,2163,61,74,6,93,101,6,124,48,143,153,3,172,3,191,201,1
14,54,33,40,16313,61,75,3,93,101,3,123,68,143,152,3,173,3,192,201,0
14,36,32,40,2211,62,72,6,94,101,5,121,50,143,152,2,173,2,192,201,0
14,15,32,48,1341,65,74,6,92,101,5,122,60,143,152,2,173,2,192,201,0
14,23,34,42,5015,61,73,6,93,101,3,124,42,143,153,2,173,2,192,201,0
11,23,32,40,5939,61,73,5,92,101,3,122,44,143,152,2,173,2,192,201,1
14,14,32,40,5366,62,73,2,93,103,3,121,39,143,151,2,173,3,191,202,0
14,36,34,41,8706,64,73,6,93,101,3,121,41,143,152,3,173,2,191,201,0
14,27,33,49,3254,61,73,6,94,101,3,123,42,143,152,2,173,2,192,201,1
11,36,32,43,3659,61,72,6,92,101,6,121,53,143,152,2,173,2,192,201,1
14,41,34,42,6789,64,72,6,93,101,3,121,48,142,152,3,172,3,192,201,0
14,15,32,42,3315,61,73,3,93,101,3,121,38,141,151,2,172,2,191,201,1
14,23,32,42,3332,63,73,3,92,101,6,123,30,143,151,2,173,2,191,201,0
11,27,32,43,3584,61,72,6,92,101,2,123,41,142,152,2,173,2,191,201,0
14,18,34,42,4997,61,75,3,93,101,6,122,63,142,152,2,173,2,191,201,0
14,54,32,49,11114,65,75,5,93,101,3,122,56,143,152,3,173,2,191,201,0
11,18,32,42,978,61,75,6,92,101,6,122,36,143,151,2,173,2,191,201,0
14,54,33,42,11517,63,74,3,92,101,6,123,60,143,152,3,173,2,192,201,0
13,9,34,40,2015,61,75,2,93,101,6,121,69,143,152,3,173,3,191,202,0
11,36,34,49,2073,62,74,6,93,101,2,121,39,143,152,3,173,2,192,201,0
14,23,32,44,1311,65,72,6,92,101,2,121,36,143,152,2,173,2,191,201,0
11,18,32,42,5385,61,73,3,93,102,3,122,44,143,152,2,172,3,191,201,0
12,17,34,40,1983,64,73,6,92,101,6,123,60,143,152,3,173,2,191,201,0
11,27,31,43,2910,61,72,5,93,102,6,124,54,141,153,2,174,2,192,201,0
14,54,32,43,5393,61,75,6,93,101,3,123,42,143,152,2,173,2,191,201,0
11,14,32,40,2133,61,72,5,93,101,3,124,41,143,153,2,174,2,192,201,1
14,45,34,43,10113,65,74,3,93,101,5,122,54,143,152,3,173,2,191,201,0
14,36,32,41,11721,61,74,5,93,101,5,123,57,143,152,2,174,2,192,201,0
14,36,32,41,13916,65,73,3,91,101,6,124,72,143,153,2,173,2,192,201,0
12,45,34,40,3272,65,75,6,93,101,6,121,54,143,152,3,173,2,191,201,0
14,27,34,43,1647,61,71,6,92,101,6,123,98,143,152,3,171,2,191,201,0
12,36,32,42,6086,61,74,5,91,101,5,123,65,143,152,2,173,2,192,201,1
11,18,32,46,1193,61,72,6,92,101,6,122,80,143,152,2,173,2,191,201,1
12,36,34,49,4238,65,74,6,93,101,5,124,51,143,152,3,173,3,192,201,0
12,72,32,49,23508,61,73,3,93,101,3,123,35,143,152,2,173,2,192,201,1
14,54,34,40,9921,61,75,6,93,101,6,123,51,143,152,3,174,2,192,201,0
14,42,31,41,11736,65,72,5,93,103,6,121,60,141,151,3,173,3,192,201,0
11,41,34,49,3663,61,75,6,93,101,6,123,65,142,152,6,174,3,192,201,0
14,23,34,43,2744,61,75,6,93,101,6,123,69,143,152,3,173,2,192,201,0
11,18,34,40,3257,61,73,6,93,101,6,122,57,141,152,3,172,2,191,202,0
12,54,34,41,8700,61,73,5,93,101,6,123,51,143,152,3,173,2,192,201,0
14,27,34,43,1754,65,73,6,93,101,5,122,44,143,152,3,173,2,192,201,0
14,54,33,41,13421,65,74,5,93,101,3,123,47,142,152,2,174,3,192,201,0
11,32,32,43,3909,61,72,6,92,101,6,122,42,143,151,2,174,2,192,201,0
14,18,34,42,2388,64,74,5,92,101,3,122,53,143,152,2,173,2,191,202,0
14,23,32,42,3279,65,74,2,92,101,6,121,50,141,151,2,172,2,191,201,0
11,27,32,42,6230,61,73,3,93,102,5,123,63,143,152,2,173,2,191,201,1
11,24,34,40,3938,61,75,3,93,103,6,122,65,141,151,2,173,2,192,201,1
14,30,34,40,5228,65,72,3,91,101,6,121,66,143,152,3,173,2,192,201,0
14,54,34,41,15716,65,75,3,93,101,6,124,63,143,153,3,173,2,191,201,0
14,23,32,43,2079,65,73,6,94,101,3,121,60,143,151,2,173,2,192,201,0
14,36,32,43,1917,61,75,6,93,101,2,121,54,143,152,2,174,2,192,201,0
11,18,32,43,1661,61,73,3,93,101,3,121,30,143,151,2,174,3,192,201,0
11,32,32,40,5645,65,74,3,93,102,3,121,36,143,152,2,172,2,191,202,0
12,54,32,46,5567,65,73,3,94,101,3,123,41,143,152,2,173,2,191,201,0
14,23,33,41,5391,61,72,2,92,101,3,122,69,143,152,3,172,2,191,201,0
12,14,32,40,4793,65,73,2,92,101,3,121,50,143,152,2,172,2,191,201,0
14,54,33,43,6681,61,73,6,92,101,6,121,51,143,152,3,173,2,191,201,0
12,36,34,42,7104,61,72,3,92,101,6,123,38,141,152,2,172,2,191,201,1
12,45,32,43,4487,65,75,3,92,101,6,123,38,143,152,2,173,2,191,201,0
14,17,32,49,3213,64,75,2,91,101,3,121,42,143,152,2,173,2,192,201,0
11,36,31,49,4742,61,73,6,93,101,3,122,47,143,151,2,173,2,192,201,1
12,72,30,410,27636,61,73,2,92,101,3,122,48,141,152,2,174,2,192,202,1
14,15,32,41,4272,62,73,2,93,102,3,121,48,143,152,2,173,3,191,201,0
11,9,32,40,22344,61,75,2,93,101,6,124,102,141,152,2,174,2,192,201,1
11,36,32,42,3539,62,71,2,91,101,2,122,50,143,152,2,173,2,191,201,1
11,36,32,42,5018,61,75,6,93,101,3,122,59,143,151,2,174,2,192,201,1
14,27,34,42,2726,61,73,6,92,101,3,124,42,143,152,3,173,2,191,201,0
14,72,33,43,19124,63,74,6,93,101,2,123,56,143,152,2,174,2,192,201,0
11,14,32,43,2049,61,72,5,92,101,6,122,33,143,151,2,173,2,191,201,1
12,18,32,40,3003,61,74,5,93,101,6,122,45,143,151,2,173,3,192,201,0
11,36,31,42,10308,61,72,3,91,101,2,122,83,141,152,2,173,2,192,201,1
11,18,31,40,1046,61,72,6,93,101,3,123,69,141,152,3,173,2,192,201,1
11,27,34,42,1574,61,72,6,92,101,6,122,32,143,151,2,173,2,191,201,0
11,72,32,41,15446,61,74,6,93,101,6,124,59,142,153,5,173,3,192,201,1
14,45,32,43,2801,65,75,6,93,101,6,123,87,143,152,2,173,2,192,201,0
11,18,33,40,2016,61,73,6,93,101,3,121,65,143,152,3,172,3,191,201,0
11,36,32,42,2621,61,72,6,93,102,2,122,36,143,152,2,172,2,191,202,0
12,14,32,43,2505,61,72,6,92,101,3,123,33,143,152,2,173,2,192,201,1
14,14,34,40,1836,61,73,5,93,101,2,121,45,143,152,3,173,2,191,201,0
14,18,34,43,783,63,75,6,93,101,6,122,63,143,152,3,173,3,192,201,0
11,18,32,43,2247,61,73,6,92,101,2,123,35,141,152,2,173,2,191,201,0
12,45,33,43,2879,62,72,6,93,101,5,124,45,142,152,3,174,2,191,201,1
13,14,32,43,1118,61,73,5,92,101,3,121,42,143,152,2,172,2,191,201,1
12,9,32,43,3095,61,72,6,94,101,5,123,45,143,151,2,174,2,192,201,0
12,90,32,46,9432,61,73,6,93,101,6,124,63,143,153,2,173,2,191,201,1
14,36,34,41,10263,65,73,3,93,101,6,122,69,143,152,3,174,3,192,201,0
14,18,32,40,5291,65,72,3,93,101,5,122,68,143,152,2,174,3,192,201,0
14,15,32,40,2319,61,73,5,93,101,3,121,47,143,152,2,172,3,191,202,0
14,36,32,42,1394,65,74,6,93,101,3,123,47,142,152,2,173,2,192,201,0
14,6,34,40,2183,61,74,3,93,101,2,121,63,143,152,5,172,3,191,201,0
11,23,32,42,2768,61,72,6,92,103,2,122,69,143,151,2,173,2,191,201,0
12,72,30,40,12537,63,72,2,92,101,2,123,45,143,152,3,173,2,191,201,0
11,36,31,42,5024,63,72,6,93,101,6,124,45,143,153,2,173,3,192,201,1
14,18,32,40,4289,65,71,6,93,101,6,124,57,143,152,2,174,2,192,201,0
14,27,32,42,2300,61,72,6,94,102,2,122,65,143,152,2,172,3,191,201,1
14,36,32,43,5432,62,75,3,93,101,6,123,47,143,152,3,173,2,191,201,1
12,27,34,49,5385,61,71,5,94,101,5,123,60,143,152,5,171,3,192,201,0
11,54,33,49,3218,61,74,3,93,101,2,123,36,143,152,3,173,2,192,201,1
12,36,32,41,6170,63,72,5,92,101,6,123,42,143,151,2,173,2,191,201,1
14,54,32,42,16461,61,71,6,92,101,3,123,39,143,152,3,174,2,192,201,1
11,18,32,40,2840,61,73,6,92,103,6,122,44,143,152,2,173,2,192,201,0
11,36,34,43,1847,64,75,6,92,101,6,122,86,143,151,3,174,2,192,201,0
13,45,34,43,5484,65,75,6,93,101,6,122,74,142,152,3,172,2,191,201,0
12,14,34,43,1731,61,75,3,93,101,6,121,56,143,152,5,172,2,191,201,0
11,42,32,40,6009,61,73,5,93,101,3,123,68,143,152,2,172,2,191,201,1
12,36,32,42,4604,62,75,6,93,101,6,124,45,143,153,2,173,2,191,201,0
14,9,34,43,2610,61,75,3,94,101,3,121,45,143,151,3,173,2,191,201,0
12,32,33,40,3530,61,73,2,91,101,6,122,71,143,152,3,173,2,191,201,0
14,23,32,40,5334,65,73,5,93,101,3,124,44,143,152,2,173,2,191,201,0
14,36,32,43,3596,63,75,5,93,101,3,123,53,141,152,3,173,2,192,201,1
12,9,32,45,681,61,72,5,94,101,2,122,33,143,152,2,172,2,191,201,0
12,45,32,43,2573,65,73,6,92,101,2,123,39,143,152,2,173,2,191,201,0
12,41,34,43,3780,63,73,6,93,101,3,122,35,143,152,3,172,2,191,201,1
14,23,32,43,5352,61,75,6,92,101,3,123,81,141,151,2,174,2,192,201,0
14,63,32,43,10749,65,74,3,94,101,6,122,44,143,151,2,173,2,192,201,0
11,17,34,40,5909,61,73,2,93,101,3,121,60,143,152,3,172,3,191,201,0
12,23,32,45,2271,62,73,6,93,103,3,121,33,143,152,2,173,2,191,201,0
14,36,32,40,11090,61,73,2,93,101,6,122,65,143,152,2,172,3,191,201,0
11,36,31,40,1790,61,71,2,92,102,6,124,44,143,151,3,171,2,191,201,1
11,90,32,49,10946,61,75,6,93,102,6,124,54,143,151,2,173,2,191,201,1
14,45,34,43,4247,61,73,6,92,101,3,123,50,143,152,2,173,2,192,201,0
13,36,32,43,1887,63,73,5,92,101,5,123,86,143,152,2,172,2,191,201,0
12,9,32,43,1130,61,73,3,92,103,5,121,96,143,152,2,173,2,191,201,0
12,27,33,49,3641,65,75,6,93,101,3,122,63,143,152,3,173,2,191,201,0
14,36,33,40,3807,61,75,6,93,101,6,123,71,143,152,3,172,3,191,201,1
12,23,31,40,1896,62,73,3,94,101,3,122,38,143,151,2,173,2,191,201,1
12,45,34,42,12579,61,74,3,93,101,3,122,74,143,152,2,173,2,191,201,1
14,72,32,49,7266,61,71,5,93,101,3,123,50,141,151,2,174,2,192,201,1
13,32,32,40,4385,62,73,2,92,101,2,123,42,141,152,2,174,2,192,201,0
11,54,32,41,12344,61,73,3,93,101,3,122,39,143,152,2,173,3,191,201,1
14,36,34,42,3042,61,74,3,93,101,3,122,45,143,152,3,172,2,191,201,0
11,23,34,42,2150,61,73,6,92,101,5,122,38,143,151,3,173,2,191,201,0
13,63,30,49,9434,61,72,3,91,101,2,122,50,143,152,3,173,2,191,201,0
14,20,32,43,2114,62,71,3,92,101,6,121,96,143,152,2,173,2,191,201,0
11,36,32,41,9869,61,71,6,93,101,3,124,44,143,153,2,174,2,192,201,0
12,36,34,43,2615,61,75,6,93,101,3,122,72,143,152,3,172,2,191,201,0
14,18,34,46,5348,65,72,3,93,101,2,122,56,143,152,3,172,3,191,201,0
14,23,31,43,2354,62,75,6,93,101,6,123,51,141,152,2,172,3,191,201,0
11,27,32,43,2904,65,74,3,94,101,6,123,35,143,151,3,172,2,191,201,0
11,54,32,42,5939,61,71,6,93,101,5,122,45,143,152,2,174,2,192,201,0
14,18,32,40,3585,65,75,6,93,101,5,123,75,143,152,2,173,2,192,201,0
14,18,32,42,2604,61,74,5,92,101,6,121,47,143,152,2,172,2,191,201,0
11,45,32,41,5786,61,73,6,91,101,6,122,60,143,152,2,174,2,192,201,0
14,18,32,43,1206,61,75,6,93,101,6,123,57,143,152,2,173,2,191,201,0
11,68,32,43,2768,61,73,6,93,101,6,124,35,143,153,2,173,2,192,201,1
12,68,34,41,6864,62,71,5,93,101,6,123,41,143,152,2,173,2,191,201,0
